a,b,c,d,e,f
0.66,-1.92859,-0.918,-1.00001,0.918,2.50793
0.659259,-1.92856,-0.92,-0.999991,0.92,2.52005
0.658519,-1.92859,-0.922,-1.00001,0.922,2.53193
0.657778,-1.92856,-0.924,-0.999991,0.924,2.54405
0.657037,-1.92859,-0.926,-1.00001,0.926,2.55593
0.656296,-1.92856,-0.928,-0.999991,0.928,2.56805
0.655556,-1.92856,-0.93,-0.999991,0.93,2.58005
0.654815,-1.92859,-0.932,-1.00001,0.932,2.59193
0.654074,-1.92856,-0.934,-0.999991,0.934,2.60405
0.653333,-1.92859,-0.936,-1.00001,0.936,2.61593
0.652593,-1.92856,-0.938,-0.999991,0.938,2.62805
0.651852,-1.92859,-0.94,-1.00001,0.94,2.63993
0.651111,-1.92856,-0.942,-0.999991,0.942,2.65205
0.65037,-1.92856,-0.944,-0.999991,0.944,2.66405
0.64963,-1.92859,-0.946,-1.00001,0.946,2.67593
0.648889,-1.92856,-0.948,-0.999991,0.948,2.68805
0.648148,-1.92859,-0.95,-1.00001,0.95,2.69993
0.647407,-1.92856,-0.952,-0.999991,0.952,2.71205
0.646667,-1.92859,-0.954,-1.00001,0.954,2.72393
0.645926,-1.92856,-0.956,-0.999991,0.956,2.73605
0.645185,-1.92856,-0.958,-0.999991,0.958,2.74805
0.644444,-1.92859,-0.96,-1.00001,0.96,2.75993
0.643704,-1.92856,-0.962,-0.999991,0.962,2.77205
0.642963,-1.92859,-0.964,-1.00001,0.964,2.78393
0.642222,-1.92856,-0.966,-0.999991,0.966,2.79605
0.641482,-1.92859,-0.968,-1.00001,0.968,2.80793
0.640741,-1.92856,-0.97,-0.999991,0.97,2.82005
0.64,-1.92856,-0.972,-0.999991,0.972,2.83205
0.639259,-1.92859,-0.974,-1.00001,0.974,2.84393
0.638519,-1.92856,-0.976,-0.999991,0.976,2.85605
0.637778,-1.92859,-0.978,-1.00001,0.978,2.86793
0.637037,-1.92856,-0.98,-0.999991,0.98,2.88005
0.636296,-1.92859,-0.982,-1.00001,0.982,2.89193
0.635556,-1.92856,-0.984,-0.999991,0.984,2.90405
0.634815,-1.92856,-0.986,-0.999991,0.986,2.91605
0.634074,-1.92859,-0.988,-1.00001,0.988,2.92793
0.633333,-1.92856,-0.99,-0.999991,0.99,2.94005
0.632593,-1.92859,-0.992,-1.00001,0.992,2.95193
0.631852,-1.92856,-0.994,-0.999991,0.994,2.96406
0.631111,-1.92859,-0.996,-1.00001,0.996,2.97593
0.63037,-1.92856,-0.998,-0.999991,0.998,2.98805
1.37037,-0.5,1,0,-1,inf
1.36963,0.928558,0.998,0.999991,-0.998,2.98805
1.36889,0.928589,0.996,1.00001,-0.996,2.97593
1.36815,0.928558,0.994,0.999991,-0.994,2.96406
1.36741,0.928589,0.992,1.00001,-0.992,2.95193
1.36667,0.928558,0.99,0.999991,-0.99,2.94005
1.36593,0.928589,0.988,1.00001,-0.988,2.92793
1.36519,0.928558,0.986,0.999991,-0.986,2.91605
1.36444,0.928558,0.984,0.999991,-0.984,2.90405
1.3637,0.928589,0.982,1.00001,-0.982,2.89193
1.36296,0.928558,0.98,0.999991,-0.98,2.88005
1.36222,0.928589,0.978,1.00001,-0.978,2.86793
1.36148,0.928558,0.976,0.999991,-0.976,2.85605
1.36074,0.928589,0.974,1.00001,-0.974,2.84393
1.36,0.928558,0.972,0.999991,-0.972,2.83205
1.35926,0.928558,0.97,0.999991,-0.97,2.82005
1.35852,0.928589,0.968,1.00001,-0.968,2.80793
1.35778,0.928558,0.966,0.999991,-0.966,2.79605
1.35704,0.928589,0.964,1.00001,-0.964,2.78393
1.3563,0.928558,0.962,0.999991,-0.962,2.77205
1.35556,0.928589,0.96,1.00001,-0.96,2.75993
1.35481,0.928558,0.958,0.999991,-0.958,2.74805
1.35407,0.928558,0.956,0.999991,-0.956,2.73605
1.35333,0.928589,0.954,1.00001,-0.954,2.72393
1.35259,0.928558,0.952,0.999991,-0.952,2.71205
1.35185,0.928589,0.95,1.00001,-0.95,2.69993
1.35111,0.928558,0.948,0.999991,-0.948,2.68805
1.35037,0.928589,0.946,1.00001,-0.946,2.67593
1.34963,0.928558,0.944,0.999991,-0.944,2.66405
1.34889,0.928558,0.942,0.999991,-0.942,2.65205
1.34815,0.928589,0.94,1.00001,-0.94,2.63993
1.34741,0.928558,0.938,0.999991,-0.938,2.62805
1.34667,0.928589,0.936,1.00001,-0.936,2.61593
1.34593,0.928558,0.934,0.999991,-0.934,2.60405
1.34519,0.928589,0.932,1.00001,-0.932,2.59193
1.34444,0.928558,0.93,0.999991,-0.93,2.58005
1.3437,0.928558,0.928,0.999991,-0.928,2.56805
1.34296,0.928589,0.926,1.00001,-0.926,2.55593
1.34222,0.928558,0.924,0.999991,-0.924,2.54405
1.34148,0.928589,0.922,1.00001,-0.922,2.53193
1.34074,0.928558,0.92,0.999991,-0.92,2.52005
1.34,0.928589,0.918,1.00001,-0.918,2.50793
1.33926,0.928558,0.916,0.999991,-0.916,2.49605
1.33852,0.928558,0.914,0.999991,-0.914,2.48405
1.33778,0.928589,0.912,1.00001,-0.912,2.47193
1.33704,0.928558,0.91,0.999991,-0.91,2.46005
1.3363,0.928589,0.908,1.00001,-0.908,2.44793
1.33556,0.928558,0.906,0.999991,-0.906,2.43605
1.33481,0.928589,0.904,1.00001,-0.904,2.42393
1.33407,0.928558,0.902,0.999991,-0.902,2.41205
1.33333,0.928558,0.9,0.999991,-0.9,2.40005
1.33259,0.928589,0.898,1.00001,-0.898,2.38793
1.33185,0.928558,0.896,0.999991,-0.896,2.37605
1.33111,0.928589,0.894,1.00001,-0.894,2.36394
1.33037,0.928558,0.892,0.999991,-0.892,2.35205
1.32963,0.928589,0.89,1.00001,-0.89,2.33994
1.32889,0.928558,0.888,0.999991,-0.888,2.32805
1.32815,0.928558,0.886,0.999991,-0.886,2.31605
1.32741,0.928589,0.884,1.00001,-0.884,2.30394
1.32667,0.928558,0.882,0.999991,-0.882,2.29205
1.32593,0.928589,0.88,1.00001,-0.88,2.27994
1.32519,0.928558,0.878,0.999991,-0.878,2.26805
1.32444,0.928589,0.876,1.00001,-0.876,2.25594
1.3237,0.928558,0.874,0.999991,-0.874,2.24405
1.32296,0.928558,0.872,0.999991,-0.872,2.23205
1.32222,0.928589,0.87,1.00001,-0.87,2.21994
1.32148,0.928558,0.868,0.999991,-0.868,2.20805
1.32074,0.928589,0.866,1.00001,-0.866,2.19594
1.32,0.928558,0.864,0.999991,-0.864,2.18405
1.31926,0.928589,0.862,1.00001,-0.862,2.17194
1.31852,0.928558,0.86,0.999991,-0.86,2.16005
1.31778,0.928558,0.858,0.999991,-0.858,2.14805
1.31704,0.928589,0.856,1.00001,-0.856,2.13594
1.3163,0.928558,0.854,0.999991,-0.854,2.12405
1.31556,0.928589,0.852,1.00001,-0.852,2.11194
1.31481,0.928558,0.85,0.999991,-0.85,2.10005
1.31407,0.928589,0.848,1.00001,-0.848,2.08794
1.31333,0.928558,0.846,0.999991,-0.846,2.07605
1.31259,0.928558,0.844,0.999991,-0.844,2.06405
1.31185,0.928589,0.842,1.00001,-0.842,2.05194
1.31111,0.928558,0.84,0.999991,-0.84,2.04005
1.31037,0.928589,0.838,1.00001,-0.838,2.02794
1.30963,0.928558,0.836,0.999991,-0.836,2.01605
1.30889,0.928589,0.834,1.00001,-0.834,2.00394
1.30815,0.928558,0.832,0.999991,-0.832,1.99205
1.30741,0.928558,0.83,0.999991,-0.83,1.98005
1.30667,0.928589,0.828,1.00001,-0.828,1.96794
1.30593,0.928558,0.826,0.999991,-0.826,1.95605
1.30519,0.928589,0.824,1.00001,-0.824,1.94394
1.30444,0.928558,0.822,0.999991,-0.822,1.93205
1.3037,0.928589,0.82,1.00001,-0.82,1.91994
1.30296,0.928558,0.818,0.999991,-0.818,1.90805
1.30222,0.928558,0.816,0.999991,-0.816,1.89605
1.30148,0.928589,0.814,1.00001,-0.814,1.88394
1.30074,0.928558,0.812,0.999991,-0.812,1.87204
1.3,0.928589,0.81,1.00001,-0.81,1.85994
1.29926,0.928558,0.808,0.999991,-0.808,1.84804
1.29852,0.928589,0.806,1.00001,-0.806,1.83594
1.29778,0.928558,0.804,0.999991,-0.804,1.82405
1.29704,0.928558,0.802,0.999991,-0.802,1.81205
1.2963,0.928589,0.8,1.00001,-0.8,1.79994
1.29556,0.928558,0.798,0.999991,-0.798,1.78804
1.29481,0.928589,0.796,1.00001,-0.796,1.77594
1.29407,0.928558,0.794,0.999991,-0.794,1.76404
1.29333,0.928589,0.792,1.00001,-0.792,1.75194
1.29259,0.928558,0.79,0.999991,-0.79,1.74004
1.29185,0.928558,0.788,0.999991,-0.788,1.72804
1.29111,0.928589,0.786,1.00001,-0.786,1.71594
1.29037,0.928558,0.784,0.999991,-0.784,1.70404
1.28963,0.928589,0.782,1.00001,-0.782,1.69194
1.28889,0.928558,0.78,0.999991,-0.78,1.68004
1.28815,0.928589,0.778,1.00001,-0.778,1.66794
1.28741,0.928558,0.776,0.999991,-0.776,1.65604
1.28667,0.928558,0.774,0.999991,-0.774,1.64404
1.28593,0.928589,0.772,1.00001,-0.772,1.63194
1.28519,0.928558,0.77,0.999991,-0.77,1.62004
1.28444,0.928589,0.768,1.00001,-0.768,1.60794
1.2837,0.928558,0.766,0.999991,-0.766,1.59604
1.28296,0.928589,0.764,1.00001,-0.764,1.58394
1.28222,0.928558,0.762,0.999991,-0.762,1.57204
1.28148,0.928558,0.76,0.999991,-0.76,1.56004
1.28074,0.928589,0.758,1.00001,-0.758,1.54795
1.28,0.928558,0.756,0.999991,-0.756,1.53604
1.27926,0.928589,0.754,1.00001,-0.754,1.52395
1.27852,0.928558,0.752,0.999991,-0.752,1.51204
1.27778,0.928589,0.75,1.00001,-0.75,1.49995
1.27704,0.928558,0.748,0.999991,-0.748,1.48804
1.2763,0.928558,0.746,0.999991,-0.746,1.47604
1.27556,0.928589,0.744,1.00001,-0.744,1.46395
1.27481,0.928558,0.742,0.999991,-0.742,1.45204
1.27407,0.928589,0.74,1.00001,-0.74,1.43995
1.27333,0.928558,0.738,0.999991,-0.738,1.42804
1.27259,0.928589,0.736,1.00001,-0.736,1.41595
1.27185,0.928558,0.734,0.999991,-0.734,1.40404
1.27111,0.928558,0.732,0.999991,-0.732,1.39204
1.27037,0.928589,0.73,1.00001,-0.73,1.37995
1.26963,0.928558,0.728,0.999991,-0.728,1.36804
1.26889,0.928589,0.726,1.00001,-0.726,1.35595
1.26815,0.928558,0.724,0.999991,-0.724,1.34404
1.26741,0.928589,0.722,1.00001,-0.722,1.33195
1.26667,0.928558,0.72,0.999991,-0.72,1.32004
1.26593,0.928558,0.718,0.999991,-0.718,1.30804
1.26519,0.928589,0.716,1.00001,-0.716,1.29595
1.26444,0.928558,0.714,0.999991,-0.714,1.28404
1.2637,0.928589,0.712,1.00001,-0.712,1.27195
1.26296,0.928558,0.71,0.999991,-0.71,1.26004
1.26222,0.928589,0.708,1.00001,-0.708,1.24795
1.26148,0.928558,0.706,0.999991,-0.706,1.23604
1.26074,0.928558,0.704,0.999991,-0.704,1.22404
1.26,0.928589,0.702,1.00001,-0.702,1.21195
1.25926,0.928558,0.7,0.999991,-0.7,1.20004
1.25852,0.928589,0.698,1.00001,-0.698,1.18795
1.25778,0.928558,0.696,0.999991,-0.696,1.17604
1.25704,0.928589,0.694,1.00001,-0.694,1.16395
1.2563,0.928558,0.692,0.999991,-0.692,1.15204
1.25556,0.928558,0.69,0.999991,-0.69,1.14004
1.25481,0.928589,0.688,1.00001,-0.688,1.12795
1.25407,0.928558,0.686,0.999991,-0.686,1.11604
1.25333,0.928589,0.684,1.00001,-0.684,1.10395
1.25259,0.928558,0.682,0.999991,-0.682,1.09204
1.25185,0.928589,0.68,1.00001,-0.68,1.07995
1.25111,0.928558,0.678,0.999991,-0.678,1.06804
1.25037,0.928558,0.676,0.999991,-0.676,1.05604
1.24963,0.928589,0.674,1.00001,-0.674,1.04395
1.24889,0.928558,0.672,0.999991,-0.672,1.03204
1.24815,0.928589,0.67,1.00001,-0.67,1.01995
1.24741,0.928558,0.668,0.999991,-0.668,1.00804
1.24667,0.928589,0.666,1.00001,-0.666,0.995951
1.24593,0.928558,0.664,0.999991,-0.664,0.984036
1.24519,0.928558,0.662,0.999991,-0.662,0.972037
1.24444,0.928589,0.66,1.00001,-0.66,0.959952
1.2437,0.928558,0.658,0.999991,-0.658,0.948036
1.24296,0.928589,0.656,1.00001,-0.656,0.935953
1.24222,0.928558,0.654,0.999991,-0.654,0.924037
1.24148,0.928589,0.652,1.00001,-0.652,0.911953
1.24074,0.928558,0.65,0.999991,-0.65,0.900036
1.24,0.928558,0.648,0.999991,-0.648,0.888036
1.23926,0.928589,0.646,1.00001,-0.646,0.875953
1.23852,0.928558,0.644,0.999991,-0.644,0.864036
1.23778,0.928589,0.642,1.00001,-0.642,0.851954
1.23704,0.928558,0.64,0.999991,-0.64,0.840035
1.2363,0.928589,0.638,1.00001,-0.638,0.827954
1.23556,0.928558,0.636,0.999991,-0.636,0.816036
1.23481,0.928558,0.634,0.999991,-0.634,0.804035
1.23407,0.928589,0.632,1.00001,-0.632,0.791955
1.23333,0.928558,0.63,0.999991,-0.63,0.780035
1.23259,0.928589,0.628,1.00001,-0.628,0.767954
1.23185,0.928558,0.626,0.999991,-0.626,0.756035
1.23111,0.928589,0.624,1.00001,-0.624,0.743955
1.23037,0.928558,0.622,0.999991,-0.622,0.732035
1.22963,0.928558,0.62,0.999991,-0.62,0.720035
1.22889,0.928589,0.618,1.00001,-0.618,0.707956
1.22815,0.928558,0.616,0.999991,-0.616,0.696034
1.22741,0.928589,0.614,1.00001,-0.614,0.683956
1.22667,0.928558,0.612,0.999991,-0.612,0.672034
1.22593,0.928589,0.61,1.00001,-0.61,0.659956
1.22519,0.928558,0.608,0.999991,-0.608,0.648033
1.22444,0.928558,0.606,0.999991,-0.606,0.636034
1.2237,0.928589,0.604,1.00001,-0.604,0.623956
1.22296,0.928558,0.602,0.999991,-0.602,0.612033
1.22222,0.928589,0.6,1.00001,-0.6,0.599957
1.22148,0.928558,0.598,0.999991,-0.598,0.588034
1.22074,0.928589,0.596,1.00001,-0.596,0.575957
1.22,0.928558,0.594,0.999991,-0.594,0.564033
1.21926,0.928558,0.592,0.999991,-0.592,0.552033
1.21852,0.928589,0.59,1.00001,-0.59,0.539957
1.21778,0.928558,0.588,0.999991,-0.588,0.528033
1.21704,0.928589,0.586,1.00001,-0.586,0.515958
1.2163,0.928558,0.584,0.999991,-0.584,0.504032
1.21556,0.928589,0.582,1.00001,-0.582,0.491958
1.21481,0.928558,0.58,0.999991,-0.58,0.480032
1.21407,0.928558,0.578,0.999991,-0.578,0.468032
1.21333,0.928589,0.576,1.00001,-0.576,0.455958
1.21259,0.928558,0.574,0.999991,-0.574,0.444032
1.21185,0.928589,0.572,1.00001,-0.572,0.431958
1.21111,0.928558,0.57,0.999991,-0.57,0.420031
1.21037,0.928589,0.568,1.00001,-0.568,0.407959
1.20963,0.928558,0.566,0.999991,-0.566,0.396032
1.20889,0.928558,0.564,0.999991,-0.564,0.384031
1.20815,0.928589,0.562,1.00001,-0.562,0.37196
1.20741,0.928558,0.56,0.999991,-0.56,0.360031
1.20667,0.928589,0.558,1.00001,-0.558,0.34796
1.20593,0.928558,0.556,0.999991,-0.556,0.33603
1.20519,0.928589,0.554,1.00001,-0.554,0.32396
1.20444,0.928558,0.552,0.999991,-0.552,0.312031
1.2037,0.928558,0.55,0.999991,-0.55,0.300031
1.20296,0.928589,0.548,1.00001,-0.548,0.28796
1.20222,0.928558,0.546,0.999991,-0.546,0.27603
1.20148,0.928589,0.544,1.00001,-0.544,0.263961
1.20074,0.928558,0.542,0.999991,-0.542,0.252031
1.2,0.928589,0.54,1.00001,-0.54,0.239961
1.19926,0.928558,0.538,0.999991,-0.538,0.228029
1.19852,0.928558,0.536,0.999991,-0.536,0.21603
1.19778,0.928589,0.534,1.00001,-0.534,0.203961
1.19704,0.928558,0.532,0.999991,-0.532,0.19203
1.1963,0.928589,0.53,1.00001,-0.53,0.179962
1.19556,0.928558,0.528,0.999991,-0.528,0.168029
1.19481,0.928589,0.526,1.00001,-0.526,0.155962
1.19407,0.928558,0.524,0.999991,-0.524,0.144029
1.19333,0.928558,0.522,0.999991,-0.522,0.132029
1.19259,0.928589,0.52,1.00001,-0.52,0.119962
1.19185,0.928558,0.518,0.999991,-0.518,0.108029
1.19111,0.928589,0.516,1.00001,-0.516,0.0959625
1.19037,0.928558,0.514,0.999991,-0.514,0.084028
1.18963,0.928589,0.512,1.00001,-0.512,0.0719631
1.18889,0.928558,0.51,0.999991,-0.51,0.0600281
1.18815,0.928558,0.508,0.999991,-0.508,0.0480287
1.18741,0.928589,0.506,1.00001,-0.506,0.0359638
1.18667,0.928558,0.504,0.999991,-0.504,0.0240281
1.18593,0.928589,0.502,1.00001,-0.502,0.0119634
1.18519,0.928558,0.5,0.999991,-0.5,2.76566e-05
1.18444,0.928589,0.498,1.00001,-0.498,-0.0120363
1.1837,0.928558,0.496,0.999991,-0.496,-0.023973
1.18296,0.928558,0.494,0.999991,-0.494,-0.0359724
1.18222,0.928589,0.492,1.00001,-0.492,-0.0480359
1.18148,0.928558,0.49,0.999991,-0.49,-0.059972
1.18074,0.928589,0.488,1.00001,-0.488,-0.0720351
1.18,0.928558,0.486,0.999991,-0.486,-0.0839727
1.17926,0.928589,0.484,1.00001,-0.484,-0.0960348
1.17852,0.928558,0.482,0.999991,-0.482,-0.107973
1.17778,0.928558,0.48,0.999991,-0.48,-0.119973
1.17704,0.928589,0.478,1.00001,-0.478,-0.132035
1.1763,0.928558,0.476,0.999991,-0.476,-0.143973
1.17556,0.928574,0.474,1,-0.474,-0.156004
1.17481,0.928574,0.472,1,-0.472,-0.168003
1.17407,0.928574,0.47,1,-0.47,-0.180003
1.17333,0.928574,0.468,1,-0.468,-0.192004
1.17259,0.928574,0.466,1,-0.466,-0.204004
1.17185,0.928574,0.464,1,-0.464,-0.216004
1.17111,0.928574,0.462,1,-0.462,-0.228004
1.17037,0.928558,0.46,0.999991,-0.46,-0.239975
1.16963,0.928574,0.458,1,-0.458,-0.252004
1.16889,0.928574,0.456,1,-0.456,-0.264004
1.16815,0.928574,0.454,1,-0.454,-0.276004
1.16741,0.928574,0.452,1,-0.452,-0.288004
1.16667,0.928574,0.45,1,-0.45,-0.300004
1.16593,0.928574,0.448,1,-0.448,-0.312004
1.16519,0.928558,0.446,0.999991,-0.446,-0.323975
1.16444,0.928574,0.444,1,-0.444,-0.336004
1.1637,0.928574,0.442,1,-0.442,-0.348004
1.16296,0.928574,0.44,1,-0.44,-0.360003
1.16222,0.928574,0.438,1,-0.438,-0.372004
1.16148,0.928574,0.436,1,-0.436,-0.384004
1.16074,0.928574,0.434,1,-0.434,-0.396003
1.16,0.928558,0.432,0.999991,-0.432,-0.407976
1.15926,0.928574,0.43,1,-0.43,-0.420004
1.15852,0.928574,0.428,1,-0.428,-0.432004
1.15778,0.928574,0.426,1,-0.426,-0.444004
1.15704,0.928574,0.424,1,-0.424,-0.456004
1.1563,0.928574,0.422,1,-0.422,-0.468004
1.15556,0.928574,0.42,1,-0.42,-0.480003
1.15481,0.928558,0.418,0.999991,-0.418,-0.491976
1.15407,0.928574,0.416,1,-0.416,-0.504004
1.15333,0.928574,0.414,1,-0.414,-0.516003
1.15259,0.928574,0.412,1,-0.412,-0.528003
1.15185,0.928574,0.41,1,-0.41,-0.540004
1.15111,0.928574,0.408,1,-0.408,-0.552004
1.15037,0.928574,0.406,1,-0.406,-0.564004
1.14963,0.928558,0.404,0.999991,-0.404,-0.575978
1.14889,0.928574,0.402,1,-0.402,-0.588003
1.14815,0.928574,0.4,1,-0.4,-0.600004
1.14741,0.928574,0.398,1,-0.398,-0.612003
1.14667,0.928574,0.396,1,-0.396,-0.624003
1.14593,0.928574,0.394,1,-0.394,-0.636003
1.14519,0.928574,0.392,1,-0.392,-0.648003
1.14444,0.928558,0.39,0.999991,-0.39,-0.659978
1.1437,0.928574,0.388,1,-0.388,-0.672004
1.14296,0.928574,0.386,1,-0.386,-0.684003
1.14222,0.928574,0.384,1,-0.384,-0.696003
1.14148,0.928574,0.382,1,-0.382,-0.708003
1.14074,0.928574,0.38,1,-0.38,-0.720004
1.14,0.928574,0.378,1,-0.378,-0.732004
1.13926,0.928558,0.376,0.999991,-0.376,-0.743979
1.13852,0.928574,0.374,1,-0.374,-0.756003
1.13778,0.928574,0.372,1,-0.372,-0.768003
1.13704,0.928574,0.37,1,-0.37,-0.780003
1.1363,0.928574,0.368,1,-0.368,-0.792004
1.13556,0.928574,0.366,1,-0.366,-0.804003
1.13481,0.928574,0.364,1,-0.364,-0.816003
1.13407,0.928558,0.362,0.999991,-0.362,-0.82798
1.13333,0.928574,0.36,1,-0.36,-0.840002
1.13259,0.928574,0.358,1,-0.358,-0.852003
1.13185,0.928574,0.356,1,-0.356,-0.864003
1.13111,0.928574,0.354,1,-0.354,-0.876003
1.13037,0.928574,0.352,1,-0.352,-0.888003
1.12963,0.928574,0.35,1,-0.35,-0.900003
1.12889,0.928558,0.348,0.999991,-0.348,-0.911981
1.12815,0.928574,0.346,1,-0.346,-0.924003
1.12741,0.928574,0.344,1,-0.344,-0.936003
1.12667,0.928574,0.342,1,-0.342,-0.948002
1.12593,0.928574,0.34,1,-0.34,-0.960002
1.12519,0.928574,0.338,1,-0.338,-0.972003
1.12444,0.928574,0.336,1,-0.336,-0.984003
1.1237,0.928558,0.334,0.999991,-0.334,-0.995981
1.12296,0.928574,0.332,1,-0.332,-1.008
1.12222,0.928574,0.33,1,-0.33,-1.02
1.12148,0.928574,0.328,1,-0.328,-1.032
1.12074,0.928574,0.326,1,-0.326,-1.044
1.12,0.928574,0.324,1,-0.324,-1.056
1.11926,0.928574,0.322,1,-0.322,-1.068
1.11852,0.928558,0.32,0.999991,-0.32,-1.07998
1.11778,0.928574,0.318,1,-0.318,-1.092
1.11704,0.928574,0.316,1,-0.316,-1.104
1.1163,0.928574,0.314,1,-0.314,-1.116
1.11556,0.928574,0.312,1,-0.312,-1.128
1.11481,0.928574,0.31,1,-0.31,-1.14
1.11407,0.928574,0.308,1,-0.308,-1.152
1.11333,0.928558,0.306,0.999991,-0.306,-1.16398
1.11259,0.928574,0.304,1,-0.304,-1.176
1.11185,0.928574,0.302,1,-0.302,-1.188
1.11111,0.928574,0.3,1,-0.3,-1.2
1.11037,0.928574,0.298,1,-0.298,-1.212
1.10963,0.928574,0.296,1,-0.296,-1.224
1.10889,0.928574,0.294,1,-0.294,-1.236
1.10815,0.928558,0.292,0.999991,-0.292,-1.24798
1.10741,0.928574,0.29,1,-0.29,-1.26
1.10667,0.928574,0.288,1,-0.288,-1.272
1.10593,0.928574,0.286,1,-0.286,-1.284
1.10519,0.928574,0.284,1,-0.284,-1.296
1.10444,0.928574,0.282,1,-0.282,-1.308
1.1037,0.928574,0.28,1,-0.28,-1.32
1.10296,0.928558,0.278,0.999991,-0.278,-1.33198
1.10222,0.928574,0.276,1,-0.276,-1.344
1.10148,0.928574,0.274,1,-0.274,-1.356
1.10074,0.928574,0.272,1,-0.272,-1.368
1.1,0.928574,0.27,1,-0.27,-1.38
1.09926,0.928574,0.268,1,-0.268,-1.392
1.09852,0.928574,0.266,1,-0.266,-1.404
1.09778,0.928558,0.264,0.999991,-0.264,-1.41598
1.09704,0.928574,0.262,1,-0.262,-1.428
1.0963,0.928574,0.26,1,-0.26,-1.44
1.09556,0.928574,0.258,1,-0.258,-1.452
1.09481,0.928574,0.256,1,-0.256,-1.464
1.09407,0.928574,0.254,1,-0.254,-1.476
1.09333,0.928574,0.252,1,-0.252,-1.488
1.09259,0.928558,0.25,0.999991,-0.25,-1.49999
1.09185,0.928574,0.248,1,-0.248,-1.512
1.09111,0.928574,0.246,1,-0.246,-1.524
1.09037,0.928574,0.244,1,-0.244,-1.536
1.08963,0.928574,0.242,1,-0.242,-1.548
1.08889,0.928574,0.24,1,-0.24,-1.56
1.08815,0.928574,0.238,1,-0.238,-1.572
1.08741,0.928558,0.236,0.999991,-0.236,-1.58399
1.08667,0.928574,0.234,1,-0.234,-1.596
1.08593,0.928574,0.232,1,-0.232,-1.608
1.08519,0.928574,0.23,1,-0.23,-1.62
1.08444,0.928574,0.228,1,-0.228,-1.632
1.0837,0.928574,0.226,1,-0.226,-1.644
1.08296,0.928574,0.224,1,-0.224,-1.656
1.08222,0.928558,0.222,0.999991,-0.222,-1.66799
1.08148,0.928574,0.22,1,-0.22,-1.68
1.08074,0.928574,0.218,1,-0.218,-1.692
1.08,0.928574,0.216,1,-0.216,-1.704
1.07926,0.928574,0.214,1,-0.214,-1.716
1.07852,0.928574,0.212,1,-0.212,-1.728
1.07778,0.928574,0.21,1,-0.21,-1.74
1.07704,0.928558,0.208,0.999991,-0.208,-1.75199
1.0763,0.928574,0.206,1,-0.206,-1.764
1.07556,0.928574,0.204,1,-0.204,-1.776
1.07481,0.928574,0.202,1,-0.202,-1.788
1.07407,0.928574,0.2,1,-0.2,-1.8
1.07333,0.928566,0.198,0.999996,-0.198,-1.812
1.07259,0.928574,0.196,1,-0.196,-1.824
1.07185,0.928574,0.194,1,-0.194,-1.836
1.07111,0.928574,0.192,1,-0.192,-1.848
1.07037,0.928566,0.19,0.999996,-0.19,-1.86
1.06963,0.928574,0.188,1,-0.188,-1.872
1.06889,0.928574,0.186,1,-0.186,-1.884
1.06815,0.928566,0.184,0.999996,-0.184,-1.896
1.06741,0.928574,0.182,1,-0.182,-1.908
1.06667,0.928574,0.18,1,-0.18,-1.92
1.06593,0.928574,0.178,1,-0.178,-1.932
1.06519,0.928566,0.176,0.999996,-0.176,-1.94399
1.06444,0.928574,0.174,1,-0.174,-1.956
1.0637,0.928574,0.172,1,-0.172,-1.968
1.06296,0.928566,0.17,0.999996,-0.17,-1.98
1.06222,0.928574,0.168,1,-0.168,-1.992
1.06148,0.928574,0.166,1,-0.166,-2.004
1.06074,0.928574,0.164,1,-0.164,-2.016
1.06,0.928566,0.162,0.999996,-0.162,-2.028
1.05926,0.928574,0.16,1,-0.16,-2.04
1.05852,0.928574,0.158,1,-0.158,-2.052
1.05778,0.928566,0.156,0.999996,-0.156,-2.064
1.05704,0.928574,0.154,1,-0.154,-2.076
1.0563,0.928574,0.152,1,-0.152,-2.088
1.05556,0.928574,0.15,1,-0.15,-2.1
1.05481,0.928566,0.148,0.999996,-0.148,-2.112
1.05407,0.928574,0.146,1,-0.146,-2.124
1.05333,0.928574,0.144,1,-0.144,-2.136
1.05259,0.928566,0.142,0.999996,-0.142,-2.148
1.05185,0.928574,0.14,1,-0.14,-2.16
1.05111,0.928574,0.138,1,-0.138,-2.172
1.05037,0.928574,0.136,1,-0.136,-2.184
1.04963,0.928566,0.134,0.999996,-0.134,-2.196
1.04889,0.928574,0.132,1,-0.132,-2.208
1.04815,0.928574,0.13,1,-0.13,-2.22
1.04741,0.928566,0.128,0.999996,-0.128,-2.232
1.04667,0.928574,0.126,1,-0.126,-2.244
1.04593,0.928574,0.124,1,-0.124,-2.256
1.04519,0.928574,0.122,1,-0.122,-2.268
1.04444,0.928566,0.12,0.999996,-0.12,-2.28
1.0437,0.928574,0.118,1,-0.118,-2.292
1.04296,0.928574,0.116,1,-0.116,-2.304
1.04222,0.928566,0.114,0.999996,-0.114,-2.316
1.04148,0.928574,0.112,1,-0.112,-2.328
1.04074,0.928574,0.11,1,-0.11,-2.34
1.04,0.928574,0.108,1,-0.108,-2.352
1.03926,0.928566,0.106,0.999996,-0.106,-2.364
1.03852,0.928574,0.104,1,-0.104,-2.376
1.03778,0.928574,0.102,1,-0.102,-2.388
1.03704,0.928566,0.1,0.999996,-0.1,-2.4
